,name,company,year,Price,kms_driven,fuel_type
2036,Mitsubishi Xpander ULTIMATE,Mitsubishi,2019,280000000,5000,Bensin
2037,Daihatsu Xenia X,Daihatsu,2012,107000000,12500,Bensin
2038,Isuzu Elf Minibus,Isuzu,2013,290000000,200000,Diesel
2039,Honda Mobilio E,Honda,2014,125000000,145000,Bensin
2040,Chevrolet Spin,Chevrolet,2015,119000000,40000,Bensin
2041,Wuling Cortez,Wuling,2018,200000000,30000,Bensin
2042,KIA Carens I,KIA,2000,37000000,80000,Bensin
2043,Jeep Wrangler Rubicon,Jeep,2009,570000000,55000,Bensin
2044,Mini Cooper Mini,Mini Cooper,2015,555000000,15000,Bensin
2045,Hino Dutro 300,Hino,2014,194000000,115000,Diesel
2046,Hyundai Avega GL,Hyundai,2008,58000000,105000,Bensin
2047,Chrysler Grand Cherokee,Chrysler,2000,180000000,150000,Bensin
2048,Mercedes-Benz S-Class S320,Mercedes-Benz,2001,130000000,45000,Bensin
2049,BMW X1 sDrive18i,BMW,2017,550000000,15000,Bensin
2050,Hyundai H-1 XG,Hyundai,2009,100000000,115000,Bensin
2051,KIA Picanto SE,KIA,2011,82000000,120000,Bensin
2052,Toyota Fortuner G,Toyota,2015,290000000,60000,Diesel
2053,Ford Fiesta Sport,Ford,2011,99000000,65000,Bensin
2054,Peugeot 206 XS,Peugeot,2004,42000000,105000,Bensin
2055,Suzuki Swift ST,Suzuki,2008,79000000,145000,Bensin
2056,Mercedes-Benz C-Class C200,Mercedes-Benz,2013,215000000,240000,Bensin
2057,Hino Dutro 300,Hino,2018,255000000,25000,Diesel
2058,Ford Fiesta Trend,Ford,2011,87000000,100000,Bensin
2059,Lain-lain,Lain-lain,1995,50000000,20000,Bensin
2060,Honda CR-V,Honda,2010,178000000,105000,Bensin
2061,Audi Audi A6,Audi,2013,435000000,35000,Bensin
2062,Hyundai H-1,Hyundai,2011,130000000,105000,Bensin
2063,Land Rover Free,Land Rover,2005,170000000,195000,Diesel
2064,Isuzu Panther LV,Isuzu,2001,71000000,105000,Diesel
2065,Daihatsu Gran max,Daihatsu,2014,100000000,110000,Bensin
2066,Hyundai Santa Fe,Hyundai,2013,255000000,95000,Diesel
2067,Toyota Rush G,Toyota,2010,118000000,105000,Bensin
2068,Datsun Go Panca,Datsun,2018,99000000,35000,Bensin
2069,BMW Serie 3,BMW,2005,140000000,140000,Bensin
2070,Toyota Etios G,Toyota,2014,96000000,45000,Bensin
2071,Mercedes-Benz GLE-Class GLE43,Mercedes-Benz,2017,1635000000,5000,Bensin
2072,Suzuki Carry,Suzuki,1986,15000000,5000,Bensin
2073,Mitsubishi Pajero Sport,Mitsubishi,2012,285000000,90000,Diesel
2074,Isuzu Panther Touring,Isuzu,2005,105000000,80000,Diesel
2075,Isuzu Panther Touring,Isuzu,1997,60000000,90000,Diesel
2076,Jeep Sahara,Jeep,2018,1700000000,5000,Bensin
2077,Nissan X-Trail,Nissan,2014,160000000,80000,Bensin
2078,Timor S515i 1.5,Timor,1998,35500000,35000,Bensin
2079,Mitsubishi Pajero Sport,Mitsubishi,2011,258000000,145000,Diesel
2080,Mazda 2 GT,Mazda,2016,200000000,30000,Bensin
2081,Mazda 2 R,Mazda,2015,175000000,90000,Bensin
2082,Daihatsu Xenia X,Daihatsu,2018,155000000,30000,Bensin
2083,Honda Mobilio RS,Honda,2018,160000000,20000,Bensin
2084,Honda Jazz VTEC,Honda,2007,110000000,110000,Bensin
2085,Isuzu Panther Pick,Isuzu,2008,65000000,260000,Diesel
2086,Mazda 3,Mazda,2007,90000000,95000,Bensin
2087,Isuzu Panther LS,Isuzu,2002,93000000,115000,Diesel
2088,Proton Wira,Proton,2005,19000000,25000,Bensin
2089,Peugeot 306 LeMans,Peugeot,2001,35000000,165000,Bensin
2090,Honda Jazz RS,Honda,2016,235000000,30000,Bensin
2091,Mitsubishi Colt,Mitsubishi,1986,17000000,12500,Bensin
2092,Datsun Go Panca,Datsun,2019,111000000,5000,Bensin
2093,Daihatsu Xenia R,Daihatsu,2015,115000000,55000,Bensin
2094,Suzuki Carry Van,Suzuki,2006,45000000,75000,Diesel
2095,Chevrolet Captiva,Chevrolet,2011,155000000,80000,Diesel
2096,Mazda Lantis 1.8,Mazda,1996,34000000,15000,Bensin
2097,Wuling Confero S,Wuling,2019,135000000,5000,Bensin
2098,Mitsubishi Pajero Sport,Mitsubishi,2012,274900000,105000,Diesel
2099,Daihatsu Terios TX,Daihatsu,2014,143500000,60000,Bensin
2100,Daihatsu Luxio X,Daihatsu,2012,115000000,80000,Bensin
2101,Opel Vectra,Opel,1994,18000000,220000,Bensin
2102,Mercedes-Benz C-Class C240,Mercedes-Benz,2002,90000000,12500,Bensin
2103,Suzuki Karimun DX,Suzuki,2002,43000000,55000,Bensin
2104,Ford Ranger WildTrak,Ford,2014,325000000,55000,Diesel
2105,Land Rover Range,Land Rover,2012,550000000,45000,Bensin
2106,BMW X5 xDrive35i,BMW,2017,1125000000,10000,Bensin
2107,Nissan Grand livina,Nissan,2012,92000000,90000,Bensin
2108,Datsun Go Panca,Datsun,2018,92000000,30000,Bensin
2109,Suzuki Escudo,Suzuki,1999,66000000,10000,Bensin
2110,Honda CR-V 2.4,Honda,2013,230000000,100000,Bensin
2111,Honda Jazz RS,Honda,2010,132000000,70000,Bensin
2112,Honda Brio Satya,Honda,2016,132500000,15000,Bensin
2113,Hyundai Santa Fe,Hyundai,2016,340000000,35000,Diesel
2114,Ford Ecosport Trend,Ford,2014,114000000,100000,Bensin
2115,Toyota Corolla,Toyota,1989,31000000,12500,Bensin
2116,Suzuki Ertiga GL,Suzuki,2015,123000000,45000,Bensin
2117,Isuzu Panther,Isuzu,1993,38000000,105000,Diesel
2118,Isuzu Panther,Isuzu,1992,32000000,30000,Diesel
2119,Timor DOHC,Timor,2002,26500000,5000,Bensin
2120,Chevrolet Orlando LT,Chevrolet,2014,165000000,35000,Bensin
2121,BMW Serie 3,BMW,1995,47000000,240000,Bensin
2122,Datsun Go+,Datsun,2014,35000000,45000,Bensin
2123,Hyundai i10,Hyundai,2014,103000000,30000,Bensin
2124,Suzuki Ignis GX,Suzuki,2017,125000000,30000,Bensin
2125,Land Rover Range,Land Rover,2013,595000000,20000,Bensin
2126,BMW Serie 3,BMW,2016,470000000,30000,Bensin
2127,Mitsubishi Mirage Exceed,Mitsubishi,2014,95000000,50000,Bensin
2128,Nissan Grand livina,Nissan,2013,137500000,45000,Bensin
2129,Daihatsu Ayla M,Daihatsu,2016,89000000,35000,Bensin
2130,BMW Serie 4,BMW,2018,1395000000,10000,Bensin
2131,Honda Accord VTi-L,Honda,2013,250000000,35000,Bensin
2132,Nissan Grand livina,Nissan,2017,135000000,15000,Bensin
2133,Volkswagen Tiguan TSI,Volkswagen,2015,250000000,60000,Bensin
2134,Timor DOHC,Timor,1997,30000000,235000,Bensin
2135,Chery Tiggo,Chery,2010,65000000,95000,Bensin
2136,Hyundai Atoz GLS,Hyundai,2000,43500000,225000,Bensin
2137,Mazda 323,Mazda,1989,25000000,160000,Bensin
2138,Toyota Kijang LGX,Toyota,2002,105000000,12500,Diesel
2139,Nissan Grand livina,Nissan,2007,69000000,205000,Bensin
2140,Wuling Cortez,Wuling,2018,189000000,5000,Bensin
2141,Toyota Yaris TRD,Toyota,2014,166000000,100000,Bensin
2142,BMW Serie 3,BMW,2015,375000000,30000,Bensin
2143,KIA Carens II,KIA,2005,52000000,160000,Bensin
2144,KIA Sportage,KIA,2012,134000000,105000,Bensin
2145,Mitsubishi Pajero Sport,Mitsubishi,2010,208000000,100000,Diesel
2146,Jeep Wrangler Sahara,Jeep,2011,695000000,30000,Bensin
2147,Chevrolet Trax LTZ,Chevrolet,2017,214000000,30000,Bensin
2148,Isuzu Elf Minibus,Isuzu,2013,155000000,15000,Diesel
2149,Nissan Latio,Nissan,2008,79000000,150000,Bensin
2150,Chevrolet Zafira,Chevrolet,2003,55000000,105000,Bensin
2151,Ford Everest XLT,Ford,2010,138000000,65000,Diesel
2152,Mini Cooper Mini,Mini Cooper,2010,360000000,25000,Bensin
2153,Land Rover,Land Rover,1986,385000000,15000,Bensin
2154,Chevrolet Captiva,Chevrolet,2015,225000000,45000,Diesel
2155,Isuzu Elf Minibus,Isuzu,2016,180000000,45000,Diesel
2156,Suzuki Ertiga GX,Suzuki,2013,132500000,90000,Bensin
2157,Suzuki APV,Suzuki,2013,85000000,105000,Bensin
2158,Daihatsu Xenia R,Daihatsu,2016,133000000,30000,Bensin
2159,Mazda 2 V,Mazda,2013,138000000,35000,Bensin
2160,Mercedes-Benz C-Class C200,Mercedes-Benz,2018,685000000,20000,Bensin
2161,Datsun Go,Datsun,2019,102600000,5000,Bensin
2162,Honda Jazz S,Honda,2008,113000000,5000,Bensin
2163,Mazda CX-5 Grand,Mazda,2013,218900000,55000,Bensin
2164,Isuzu,Isuzu,2013,132000000,55000,Diesel
2165,Datsun Go,Datsun,2016,74500000,55000,Bensin
2166,Mitsubishi Delica Standart,Mitsubishi,2015,190000000,100000,Bensin
2167,Mitsubishi Colt,Mitsubishi,2010,52000000,170000,Bensin
2168,Chevrolet Zafira,Chevrolet,2003,45000000,45000,Bensin
2169,Isuzu Panther,Isuzu,1999,62500000,55000,Diesel
2170,Mitsubishi Lancer 1.6,Mitsubishi,1989,20000000,25000,Bensin
2171,Mercedes-Benz C-Class C180,Mercedes-Benz,2003,108000000,85000,Bensin
2172,Suzuki Ertiga Dreza,Suzuki,2016,164000000,40000,Bensin
2173,Mercedes-Benz A-Class,Mercedes-Benz,2013,315000000,40000,Bensin
2174,Toyota Innova G,Toyota,2015,179000000,70000,Bensin
2175,Mercedes-Benz C-Class C240,Mercedes-Benz,2006,150000000,105000,Bensin
2176,Toyota Innova G,Toyota,2009,125000000,12500,Bensin
2177,Mercedes-Benz C-Class C230,Mercedes-Benz,2007,92000000,70000,Bensin
2178,Lexus RX 200T,Lexus,2015,1020000000,45000,Bensin
2179,KIA Sportage,KIA,2011,145000000,120000,Bensin
2180,Peugeot 405,Peugeot,1990,15750000,40000,Bensin
2181,Honda Freed,Honda,2016,190000000,45000,Bensin
2182,Nissan Terrano Kingsroad,Nissan,2005,119000000,110000,Bensin
2183,Mazda 2 GT,Mazda,2016,220000000,80000,Bensin
2184,Honda HR-V E,Honda,2019,295000000,10000,Bensin
2185,Daihatsu Terios TX,Daihatsu,2013,152500000,90000,Bensin
2186,Mazda CX-9 3.7,Mazda,2010,235000000,105000,Bensin
2187,Honda Mobilio E,Honda,2015,133000000,40000,Bensin
2188,Daihatsu Xenia Li,Daihatsu,2010,101000000,90000,Bensin
2189,Mercedes-Benz E-Class E63,Mercedes-Benz,2011,875000000,40000,Bensin
2190,Suzuki Ertiga GL,Suzuki,2014,129000000,75000,Bensin
2191,Mitsubishi Pajero Sport,Mitsubishi,2015,290000000,60000,Diesel
2192,Hyundai H-1 XG,Hyundai,2015,267000000,80000,Diesel
2193,Chevrolet Spin,Chevrolet,2015,119000000,35000,Bensin
2194,Mazda Biante,Mazda,2012,200000000,65000,Bensin
2195,Toyota Fortuner VRZ,Toyota,2017,440000000,35000,Diesel
2196,Suzuki Ertiga GL,Suzuki,2016,148000000,35000,Bensin
2197,Mercedes-Benz C-Class C230,Mercedes-Benz,2008,179000000,100000,Bensin
2198,Mercedes-Benz E-Class E250,Mercedes-Benz,2011,495000000,25000,Bensin
2199,Ford Fiesta Trend,Ford,2012,85000000,55000,Bensin
2200,Nissan Elgrand HWS,Nissan,2008,220000000,160000,Bensin
2201,Datsun Go+ Panca,Datsun,2016,76000000,35000,Bensin
2202,Isuzu Elf Minibus,Isuzu,2010,145000000,45000,Diesel
2203,Suzuki Wagon R,Suzuki,2018,81500000,15000,Bensin
2204,Mazda Biante 2.0,Mazda,2016,245000000,25000,Bensin
2205,BMW Serie 3,BMW,2006,145000000,80000,Bensin
2206,Mazda Biante 2.0,Mazda,2015,210000000,80000,Bensin
2207,Hyundai Matrix,Hyundai,2003,48950000,110000,Bensin
2208,Daihatsu Sigra 1.2,Daihatsu,2016,125000000,45000,Bensin
2209,Suzuki Wagon R,Suzuki,2014,75000000,30000,Bensin
2210,Ford Ecosport Titanium,Ford,2014,123000000,40000,Bensin
2211,Mini Cooper Mini,Mini Cooper,2017,690000000,10000,Bensin
2212,KIA Picanto,KIA,2008,60000000,110000,Bensin
2213,Wuling Confero S,Wuling,2017,99000000,30000,Bensin
2214,Hyundai Avega GX,Hyundai,2012,79000000,115000,Bensin
2215,Honda CR-V,Honda,2010,145000000,120000,Bensin
2216,Nissan X-Trail,Nissan,2014,212000000,65000,Bensin
2217,Mercedes-Benz GLA-Class,Mercedes-Benz,2017,575000000,20000,Bensin
2218,Chevrolet Spin LT,Chevrolet,2014,119000000,75000,Diesel
2219,Nissan Grand livina,Nissan,2013,95000000,100000,Bensin
2220,Porsche Cayenne Turbo,Porsche,2016,1200000000,15000,Bensin
2221,Daihatsu Sirion D,Daihatsu,2012,85000000,70000,Bensin
2222,Nissan Navara Sports,Nissan,2009,190000000,5000,Diesel
2223,Datsun Cross,Datsun,2018,127000000,30000,Bensin
2224,Nissan Grand livina,Nissan,2008,80000000,175000,Bensin
2225,BMW Serie 3,BMW,2012,230000000,75000,Bensin
2226,Daihatsu Sigra 1.2,Daihatsu,2017,99000000,60000,Bensin
2227,Suzuki Ignis GL,Suzuki,2018,113000000,25000,Bensin
2228,BMW Serie 3,BMW,1995,40000000,5000,Bensin
2229,BMW Serie 6,BMW,2014,925000000,15000,Bensin
2230,Isuzu,Isuzu,2000,60000000,30000,Diesel
2231,Fiat Abart,Fiat,2017,1175000000,5000,Bensin
2232,Suzuki Carry,Suzuki,2002,33000000,65000,Bensin
2233,Nissan Juke 1.5,Nissan,2011,130000000,25000,Bensin
2234,Mercedes-Benz E-Class E200,Mercedes-Benz,2006,120000000,30000,Bensin
2235,Mini Cooper Mini,Mini Cooper,2018,735000000,5000,Bensin
2236,Datsun Go,Datsun,2019,104000000,5000,Bensin
2237,Suzuki Carry Pick-up,Suzuki,2019,125000000,5000,Bensin
2238,Ford Ecosport Titanium,Ford,2014,123000000,50000,Bensin
2239,KIA Picanto M/T,KIA,2004,58000000,110000,Bensin
2240,Audi Audi A3,Audi,2001,70000000,185000,Bensin
2241,Audi Audi Q7,Audi,2012,435000000,50000,Bensin
2242,Isuzu Panther Smart,Isuzu,2008,105000000,120000,Diesel
2243,KIA Carens I,KIA,2000,45000000,170000,Bensin
2244,Volkswagen Polo,Volkswagen,2009,85750000,100000,Bensin
2245,BMW Serie 3,BMW,2014,490000000,30000,Bensin
2246,Suzuki Karimun GX,Suzuki,2003,58000000,180000,Bensin
2247,BMW Serie 7,BMW,2012,565000000,35000,Bensin
2248,Ford Fiesta Sport+,Ford,2014,107000000,110000,Bensin
2249,Mitsubishi Outlander,Mitsubishi,2012,162500000,75000,Bensin
2250,Hyundai Avega GX,Hyundai,2003,66000000,110000,Bensin
2251,Nissan Livina X-Gear,Nissan,2011,82000000,105000,Bensin
2252,Mitsubishi Xpander,Mitsubishi,2019,258400000,5000,Bensin
2253,Datsun Go+ Panca,Datsun,2016,87000000,55000,Bensin
2254,Cadillac Escalade V8,Cadillac,2013,1175000000,25000,Bensin
2255,Cadillac Escalade V8,Cadillac,2013,1175000000,30000,Bensin
2256,Honda Mobilio RS,Honda,2015,150000000,55000,Bensin
2257,Mercedes-Benz C-Class C200,Mercedes-Benz,2014,355000000,45000,Bensin
2258,Toyota Innova V,Toyota,2016,265000000,35000,Bensin
2259,KIA Rio,KIA,2005,33000000,275000,Bensin
2260,Mitsubishi Colt Box,Mitsubishi,2014,182000000,85000,Diesel
2261,Mazda 2 GT,Mazda,2015,180000000,45000,Bensin
2262,Hyundai Verna,Hyundai,2004,42000000,12500,Bensin
2263,Hyundai i10,Hyundai,2014,106000000,45000,Bensin
2264,Isuzu Panther,Isuzu,1996,47000000,12500,Diesel
2265,Mazda 2 V,Mazda,2013,109000000,50000,Bensin
2266,Mazda 8,Mazda,2012,168000000,105000,Bensin
2267,Honda Maestro,Honda,1990,14000000,55000,Bensin
2268,Toyota Innova G,Toyota,2014,180000000,70000,Bensin
2269,BMW Serie 5,BMW,2016,765000000,25000,Bensin
2270,Isuzu Panther LS,Isuzu,2000,99000000,100000,Bensin
2271,Hyundai Santa Fe,Hyundai,2013,220000000,130000,Diesel
2272,Daihatsu Xenia X,Daihatsu,2016,140000000,85000,Bensin
2273,Nissan Livina,Nissan,2012,70000000,70000,Bensin
2274,Hyundai Atoz GLX,Hyundai,2005,57000000,130000,Bensin
2275,Ssang Yong Rexton,Ssang Yong,2002,85000000,140000,Bensin
2276,Suzuki Ertiga GX,Suzuki,2018,180000000,10000,Bensin
2277,Chevrolet Captiva,Chevrolet,2008,125000000,75000,Diesel
2278,KIA Carens II,KIA,2003,56000000,195000,Bensin
2279,Isuzu Elf Minibus,Isuzu,2010,115000000,65000,Diesel
2280,Honda CR-V 2.4,Honda,2007,135000000,95000,Bensin
2281,Suzuki Ertiga GL,Suzuki,2016,145000000,45000,Bensin
2282,Honda Mobilio S,Honda,2015,122000000,45000,Bensin
2283,KIA Picanto SE,KIA,2009,73000000,100000,Bensin
2284,BMW Serie 3,BMW,2006,145000000,140000,Bensin
2285,Fiat Uno,Fiat,1992,13000000,45000,Bensin
2286,Honda Mobilio E,Honda,2014,140000000,40000,Bensin
2287,Porsche Cayenne V6,Porsche,2012,725000000,50000,Bensin
2288,Nissan X-Trail,Nissan,2009,115000000,155000,Bensin
2289,Toyota Alphard G,Toyota,2005,150000000,205000,Bensin
2290,Audi Audi A4,Audi,2002,89000000,160000,Bensin
2291,Isuzu New Panther,Isuzu,2006,135000000,190000,Diesel
2292,Datsun Go+ Panca,Datsun,2016,65000000,120000,Bensin
2293,Mercedes-Benz E-Class E200,Mercedes-Benz,2004,101000000,12500,Bensin
2294,Ford Fiesta Trend,Ford,2011,93000000,105000,Bensin
2295,Wuling Confero S,Wuling,2018,152000000,20000,Bensin
2296,Mitsubishi L300 Pick,Mitsubishi,2016,125000000,55000,Diesel
2297,Datsun Go+ Panca,Datsun,2019,99000000,5000,Bensin
2298,Ford Ranger Standard,Ford,2010,95000000,55000,Diesel
2299,Isuzu New Panther,Isuzu,2013,83000000,40000,Diesel
2300,Mitsubishi L300,Mitsubishi,2016,125199999,55000,Diesel
2301,KIA Picanto SE,KIA,2013,88000000,85000,Bensin
2302,Mazda CX-5 Grand,Mazda,2014,255000000,60000,Bensin
2303,Lexus LS 460,Lexus,2010,470000000,35000,Bensin
2304,Porsche Boxster,Porsche,2013,1195000000,15000,Bensin
2305,Mitsubishi Xpander,Mitsubishi,2019,220750000,5000,Bensin
2306,Suzuki Katana GX,Suzuki,1996,46500000,205000,Bensin
2307,Daihatsu Ayla M,Daihatsu,2013,75000000,45000,Bensin
2308,Mazda 8,Mazda,2012,172000000,90000,Bensin
2309,BMW X3 xDrive20i,BMW,2013,385000000,35000,Bensin
2310,Nissan Grand livina,Nissan,2010,70000000,200000,Bensin
2311,Mitsubishi Xpander ULTIMATE,Mitsubishi,2018,227000000,35000,Bensin
2312,BMW Serie 3,BMW,1991,59000000,135000,Bensin
2313,Nissan X-Trail,Nissan,2014,218000000,80000,Bensin
2314,Nissan Grand livina,Nissan,2008,67000000,130000,Bensin
2315,Mitsubishi Galant,Mitsubishi,1986,25000000,100000,Bensin
2316,KIA Picanto A/T,KIA,2011,79500000,70000,Bensin
2317,Proton Gen2,Proton,2008,55000000,85000,Bensin
2318,Honda HR-V E,Honda,2015,225000000,55000,Bensin
2319,KIA Carnival GS,KIA,2000,77500000,55000,Bensin
2320,Honda Mobilio E,Honda,2014,124000000,60000,Bensin
2321,BMW X1 sDrive18i,BMW,2017,550000000,15000,Bensin
2322,BMW Serie 3,BMW,2003,105000000,80000,Bensin
2323,Chevrolet Spin LTZ,Chevrolet,2013,120000000,60000,Bensin
2324,Nissan Teana 230,Nissan,2007,98000000,85000,Bensin
2325,Mitsubishi Pajero Sport,Mitsubishi,2011,224000000,120000,Diesel
2326,Mercedes-Benz E-Class E300,Mercedes-Benz,1991,150000000,45000,Bensin
2327,Proton Savvy,Proton,2007,40000000,30000,Bensin
2328,Mazda,Mazda,1998,28000000,30000,Bensin
2329,Mazda 2 R,Mazda,2013,127000000,95000,Bensin
2330,Ford Fiesta Trend,Ford,2013,95000000,12500,Bensin
2331,Daihatsu Ayla X,Daihatsu,2016,107000000,25000,Bensin
2332,Daihatsu Xenia X,Daihatsu,2011,88000000,75000,Bensin
2333,BMW Serie 5,BMW,2001,68500000,120000,Bensin
2334,Mitsubishi Pajero Sport,Mitsubishi,2010,218000000,100000,Diesel
2335,Suzuki Aerio,Suzuki,2003,63000000,95000,Bensin
2336,Mercedes-Benz C-Class C180,Mercedes-Benz,2002,100000000,55000,Bensin
2337,Lexus NX 200T,Lexus,2016,875000000,50000,Bensin
2338,Chevrolet Spin,Chevrolet,2015,119000000,50000,Bensin
2339,Hyundai,Hyundai,1997,45000000,20000,Bensin
2340,Mitsubishi Xpander SPORT,Mitsubishi,2018,232000000,15000,Bensin
2341,BMW X5 xDrive35i,BMW,2017,1050000000,15000,Bensin
2342,Mercedes-Benz C-Class C240,Mercedes-Benz,2001,110000000,100000,Bensin
2343,Mazda 2 GT,Mazda,2015,204000000,60000,Bensin
2344,Mazda 2 R,Mazda,2011,95000000,90000,Bensin
2345,Porsche Boxster,Porsche,2013,1250000000,25000,Bensin
2346,BMW Serie 3,BMW,2005,113000000,135000,Bensin
2347,Opel Blazer DOHC,Opel,1997,45000000,70000,Bensin
2348,Mazda MR-90,Mazda,1997,21750000,50000,Bensin
2349,Volkswagen Golf TSI,Volkswagen,2012,175000000,75000,Bensin
2350,Mitsubishi Pajero Sport,Mitsubishi,2016,425000000,15000,Diesel
2351,Mercedes-Benz A-Class A200,Mercedes-Benz,2013,295000000,50000,Bensin
2352,Wuling Cortez,Wuling,2018,192000000,25000,Bensin
2353,Suzuki Ertiga GX,Suzuki,2015,145000000,70000,Bensin
2354,Honda Brio Satya,Honda,2016,120000000,75000,Bensin
2355,Toyota Altis,Toyota,2008,134000000,160000,Bensin
2356,Mitsubishi Galant V6-24,Mitsubishi,1998,55000000,130000,Bensin
2357,Daihatsu Ayla X,Daihatsu,2016,100000000,5000,Bensin
2358,Datsun Go Panca,Datsun,2018,99000000,20000,Bensin
2359,Jeep Wrangler Sahara,Jeep,2014,1200000000,15000,Bensin
2360,Opel Optima,Opel,1995,25000000,105000,Bensin
2361,Hyundai,Hyundai,2002,44500000,50000,Bensin
2362,Hyundai i20 GL,Hyundai,2011,79000000,105000,Bensin
2363,Toyota Kijang LGX,Toyota,2003,85000000,5000,Bensin
2364,Toyota Kijang Pick-Up,Toyota,1988,35000000,130000,Bensin
2365,Toyota Fortuner VRZ,Toyota,2016,400000000,25000,Diesel
2366,Mercedes-Benz C-Class C200,Mercedes-Benz,2015,525000000,70000,Bensin
2367,Daihatsu Gran max,Daihatsu,2016,97000000,65000,Bensin
2368,KIA Picanto SE,KIA,2013,75000000,85000,Bensin
2369,Honda Civic,Honda,2010,175000000,55000,Bensin
2370,Honda Civic 1.8L,Honda,2012,175000000,45000,Bensin
2371,Mazda 2 R,Mazda,2011,109000000,75000,Bensin
2372,Mercedes-Benz E-Class E280,Mercedes-Benz,2008,175000000,110000,Bensin
2373,Datsun Go+ Panca,Datsun,2015,68000000,85000,Bensin
2374,Nissan X-Trail,Nissan,2010,141000000,80000,Bensin
2375,Ford,Ford,1990,20000000,30000,Bensin
2376,Honda HR-V S,Honda,2017,260000000,15000,Bensin
2377,Mazda 323 Interplay,Mazda,1995,30000000,40000,Bensin
2378,KIA Picanto SE,KIA,2011,76000000,85000,Bensin
2379,Toyota Vellfire X,Toyota,2015,715000000,45000,Bensin
2380,Isuzu Panther LS,Isuzu,2003,95000000,105000,Diesel
2381,KIA Rio Hatchback,KIA,2013,120000000,110000,Bensin
2382,Suzuki APV Mega,Suzuki,2018,99000000,10000,Bensin
2383,KIA Visto,KIA,2003,46000000,100000,Bensin
2384,Toyota Avanza G,Toyota,2015,133000000,85000,Bensin
2385,Isuzu Panther,Isuzu,1997,57000000,105000,Diesel
2386,Daihatsu Terios Custom,Daihatsu,2017,180000000,20000,Bensin
2387,Mitsubishi Mirage SPORT,Mitsubishi,2015,100000000,55000,Bensin
2388,Mazda 2 S,Mazda,2011,120000000,75000,Bensin
2389,BMW Serie 3,BMW,2012,299000000,95000,Bensin
2390,Toyota Alphard X,Toyota,2013,279000000,5000,Bensin
2391,Isuzu Panther Grand,Isuzu,2007,160000000,15000,Diesel
2392,Isuzu Grand touring,Isuzu,2013,205000000,185000,Diesel
2393,Ford Fiesta Sport+,Ford,2014,125000000,50000,Bensin
2394,Mercedes-Benz CLS-Class CLS350,Mercedes-Benz,2006,330000000,35000,Bensin
2395,Ford Ecosport Titanium,Ford,2014,120000000,80000,Bensin
2396,Mitsubishi Xpander,Mitsubishi,2019,213700000,5000,Bensin
2397,Hyundai Atoz GLX,Hyundai,2003,49000000,130000,Bensin
2398,Mini Cooper Mini,Mini Cooper,2012,415000000,70000,Bensin
2399,Mitsubishi T120SS Pick,Mitsubishi,2018,82000000,20000,Bensin
2400,Ford Ranger STD,Ford,2011,150000000,160000,Diesel
2401,Chevrolet Captiva,Chevrolet,2010,115000000,160000,Diesel
2402,Isuzu Panther LM,Isuzu,2008,100000000,5000,Diesel
2403,Ford Fiesta Style,Ford,2011,82000000,115000,Bensin
2404,Ford Fiesta Sport,Ford,2013,110000000,35000,Bensin
2405,Wuling Cortez,Wuling,2018,195000000,25000,Bensin
2406,Mitsubishi Mirage GLX,Mitsubishi,2017,114000000,50000,Bensin
2407,Daihatsu Taruna FGX,Daihatsu,2004,76000000,85000,Bensin
2408,Daihatsu Gran max,Daihatsu,2014,75000000,110000,Bensin
2409,Subaru WRX STi,Subaru,2013,409000000,35000,Bensin
