name,company,year,Price,kms_driven,fuel_type
Suzuki Baleno next-G ,Suzuki,2003,45500000,210000,Bensin
Ford Fiesta Trend,Ford,2011,95000000,85000,Bensin
Ford Ecosport Titanium,Ford,2015,160000000,50000,Bensin
Timor ,Timor,1997,30000000,45000,Bensin
Hino Dutro Truck,Hino,2004,65000000,20000,Diesel
Chevrolet Orlando LT,Chevrolet,2014,165000000,35000,Bensin
Land Rover Range Rover Evoque Dynamic Luxury Si4,Land Rover,2013,549000000,50000,Bensin
Daihatsu Gran max Pick-up ,Daihatsu,2016,95000000,40000,Bensin
Nissan Livina ,Nissan,2012,125000000,110000,Bensin
Honda Mobilio E Prestige,Honda,2015,145000000,45000,Bensin
Jeep Rubicon ,Jeep,2012,800000000,10000,Diesel
Nissan X-Trail ,Nissan,2014,189000000,80000,Bensin
Nissan Serena ,Nissan,2004,60000000,165000,Bensin
Mitsubishi Pajero Sport ,Mitsubishi,2019,544500000,5000,Diesel
Nissan Grand livina ,Nissan,2016,125000000,85000,Bensin
Hyundai Avega SG,Hyundai,2014,125000000,45000,Bensin
Proton Savvy ,Proton,2009,45000000,90000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2009,225000000,170000,Diesel
Mercedes-Benz C-Class C200,Mercedes-Benz,2008,200000000,35000,Bensin
Suzuki Karimun GX,Suzuki,2005,60000000,45000,Bensin
Datsun Go+ Panca T,Datsun,2016,75000000,55000,Bensin
BMW Serie 3 320i,BMW,1995,45000000,265000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,1996,48000000,230000,Bensin
Datsun Go Panca T Active,Datsun,2015,70000000,45000,Bensin
Honda Brio ,Honda,2013,105000000,85000,Bensin
Suzuki Ertiga GL,Suzuki,2019,160000000,10000,Bensin
Toyota Innova G,Toyota,2004,145000000,5000,Diesel
Chery QQ Compact City,Chery,2010,35000000,40000,Bensin
Mazda CX-5 Grand Touring,Mazda,2015,299000000,60000,Bensin
Toyota Vios ,Toyota,2009,70000000,12500,Bensin
Suzuki Grand vitara ,Suzuki,2008,86000000,200000,Bensin
Datsun Go+ Panca T Style,Datsun,2016,78000000,5000,Bensin
Hino Dutro ,Hino,2014,240000000,110000,Diesel
Hyundai Grand Avega GL,Hyundai,2012,113000000,85000,Bensin
Daihatsu Xenia R 1.3 DLX,Daihatsu,2015,118000000,60000,Bensin
Toyota Yaris S limited,Toyota,2010,107000000,140000,Bensin
Mitsubishi Pajero Sport Dakar 2.4,Mitsubishi,2013,305000000,70000,Diesel
KIA Sportage Plantinum,KIA,2001,30000000,20000,Bensin
Hyundai New Tucson ,Hyundai,2012,135000000,95000,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2015,227000000,55000,Bensin
Ford Fiesta Trend,Ford,2011,95000000,75000,Bensin
Daihatsu Terios TX,Daihatsu,2014,139000000,55000,Bensin
Hyundai ,Hyundai,2007,45000000,145000,Bensin
Peugeot 307 ,Peugeot,2004,78000000,155000,Diesel
Mitsubishi Lancer 1.8 GLXi,Mitsubishi,1995,45000000,150000,Bensin
Daihatsu Xenia Xi Deluxe,Daihatsu,2011,105000000,150000,Bensin
Isuzu ,Isuzu,2013,132000000,55000,Diesel
Volkswagen Beetle ,Volkswagen,1986,235000000,5000,Bensin
Mercedes-Benz SLK-Class SLK200,Mercedes-Benz,2009,525000000,35000,Bensin
Mazda 2 R,Mazda,2016,200000000,30000,Bensin
Toyota ,Toyota,1986,15000000,205000,Bensin
Jeep Wrangler  Rubicon,Jeep,2011,715000000,50000,Bensin
Daihatsu Gran max ,Daihatsu,2015,87000000,100000,Bensin
Mazda 2 V,Mazda,2013,112000000,55000,Bensin
Ford Ranger ,Ford,2004,34500000,300000,Diesel
Mitsubishi Pajero Sport Dakar 2.4,Mitsubishi,2016,400000000,45000,Diesel
KIA Picanto SE,KIA,2009,59500000,5000,Bensin
Hino ,Hino,2014,750000000,100000,Diesel
Mercedes-Benz C-Class C250,Mercedes-Benz,2016,655000000,15000,Bensin
Maserati Ghibli ,Maserati,2017,1495000000,5000,Bensin
Suzuki Baleno ,Suzuki,2017,185000000,25000,Bensin
Datsun Go+ Panca T,Datsun,2016,70000000,65000,Bensin
Mazda CX-7 ,Mazda,2011,173500000,95000,Bensin
Hyundai i10 1.1 L,Hyundai,2011,78000000,70000,Bensin
Honda Brio E,Honda,2015,125000000,10000,Bensin
Mercedes-Benz CLS-Class CLS350,Mercedes-Benz,2012,650000000,35000,Bensin
Mitsubishi Outlander ,Mitsubishi,2014,183000000,65000,Bensin
KIA ,KIA,2013,195000000,30000,Bensin
Ford Ecosport Titanium,Ford,2014,119000000,40000,Bensin
Mitsubishi Xpander ULTIMATE A/T,Mitsubishi,2019,250000000,5000,Bensin
Nissan Evalia ,Nissan,2012,73000000,105000,Bensin
Mercedes-Benz CLA-Class CLA45 AMG,Mercedes-Benz,2014,439000000,35000,Bensin
Isuzu D-Max ,Isuzu,2012,135000000,75000,Diesel
Datsun Go+ Panca T,Datsun,2014,65000000,95000,Bensin
Suzuki Carry ,Suzuki,1996,20000000,5000,Bensin
Mitsubishi L300 Pick Up,Mitsubishi,2013,117000000,85000,Diesel
Nissan Grand livina ,Nissan,2009,95000000,35000,Bensin
Jeep Wrangler  Sahara,Jeep,2011,620000000,30000,Bensin
Lexus RX 200T AL20,Lexus,2016,990000000,45000,Bensin
Mazda 2 GT,Mazda,2014,184000000,70000,Bensin
Volkswagen Beetle ,Volkswagen,1986,53000000,285000,Bensin
Nissan X-Trail ,Nissan,2010,115000000,115000,Bensin
Chevrolet Captiva ,Chevrolet,2007,90000000,95000,Bensin
Toyota Kijang SX,Toyota,2000,65000000,115000,Bensin
Mercedes-Benz E-Class E300,Mercedes-Benz,1988,33000000,210000,Bensin
Daihatsu Terios TX,Daihatsu,2013,125000000,70000,Bensin
Chevrolet Captiva ,Chevrolet,2011,135000000,50000,Diesel
Mini Cooper Mini Cooper ,Mini Cooper,2015,625000000,15000,Bensin
Daihatsu Taft ,Daihatsu,1986,43000000,15000,Bensin
Suzuki Wagon R GX,Suzuki,2011,66500000,50000,Bensin
Hyundai H-1 Elegance Next Generion,Hyundai,2008,88000000,115000,Bensin
Daihatsu Ayla X,Daihatsu,2014,84500000,60000,Bensin
Chevrolet Trax LTZ,Chevrolet,2017,215000000,15000,Bensin
Datsun Go+ ,Datsun,2014,85000000,40000,Bensin
KIA Picanto SE,KIA,2011,83000000,65000,Bensin
Honda Odyssey Absolute V6,Honda,2003,88000000,130000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2014,265000000,65000,Diesel
Mazda 323 ,Mazda,1997,38000000,110000,Bensin
BMW X5 xDrive35i Executive,BMW,2015,809000000,40000,Bensin
Daihatsu Terios TX Adventure,Daihatsu,2011,122000000,40000,Bensin
Honda Freed E,Honda,2012,164000000,70000,Bensin
Honda Mobilio E,Honda,2017,175000000,5000,Bensin
KIA Rio ,KIA,2012,54000000,35000,Bensin
Audi Audi A4 1.8 TFSI PI,Audi,2013,255000000,55000,Bensin
Honda Mobilio S,Honda,2017,134000000,55000,Bensin
Nissan Livina ,Nissan,2013,115000000,60000,Bensin
Nissan Livina ,Nissan,2014,115000000,245000,Bensin
Daihatsu Espass ,Daihatsu,1995,27000000,10000,Bensin
Toyota Avanza Veloz,Toyota,2012,125000000,30000,Bensin
BMW Serie 3 320i E90 LCI,BMW,2012,219000000,40000,Bensin
Nissan March ,Nissan,2011,82000000,80000,Bensin
Nissan Evalia ST,Nissan,2014,95000000,40000,Bensin
Daihatsu Xenia X Deluxe,Daihatsu,2013,116000000,80000,Bensin
Mitsubishi Lancer 1.6 GLXi,Mitsubishi,1997,65000000,15000,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2015,255000000,65000,Bensin
Isuzu Panther ,Isuzu,1994,43000000,35000,Diesel
KIA Picanto A/T,KIA,2007,55000000,90000,Bensin
Isuzu Panther LV,Isuzu,2016,190000000,40000,Diesel
Mazda 2 V,Mazda,2012,115000000,55000,Bensin
BMW Serie 7 740Li,BMW,2015,1375000000,5000,Bensin
Proton Gen2 ,Proton,2013,72000000,30000,Bensin
Nissan Juke RX,Nissan,2012,128000000,45000,Bensin
BMW Serie 2 218i,BMW,2015,355000000,35000,Bensin
Chevrolet Orlando LT,Chevrolet,2014,165000000,65000,Bensin
Ford Focus S TDCi,Ford,2013,185000000,35000,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2015,270000000,45000,Bensin
Mazda 2 GT,Mazda,2015,190000000,65000,Bensin
Toyota Avanza G,Toyota,2010,107000000,30000,Bensin
Mercedes-Benz S-Class S400,Mercedes-Benz,2015,1550000000,20000,Bensin
Daihatsu Xenia X 1.3 Plus,Daihatsu,2012,89000000,110000,Bensin
BMW X1 sDrive18i,BMW,2017,525000000,25000,Bensin
Isuzu Panther LS Hi Grade,Isuzu,2001,74000000,135000,Diesel
Hyundai i10 1.1 L,Hyundai,2009,62000000,70000,Bensin
Toyota Vios G,Toyota,2005,55000000,20000,Bensin
Suzuki Katana GX,Suzuki,1996,45000000,95000,Bensin
Datsun Go+ Panca T,Datsun,2015,70000000,75000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2012,675000000,10000,Bensin
Isuzu Panther ,Isuzu,1997,75000000,160000,Diesel
Suzuki Ertiga GX,Suzuki,2016,145000000,75000,Bensin
Ford Everest XLT,Ford,2005,82000000,165000,Diesel
Nissan Serena HWS,Nissan,2004,81000000,45000,Bensin
Suzuki Wagon R ,Suzuki,2015,85000000,45000,Bensin
Mercedes-Benz ,Mercedes-Benz,2015,410000000,25000,Bensin
BMW X1 sDrive20d Sport Edition,BMW,2011,265000000,55000,Diesel
Mercedes-Benz Vito ,Mercedes-Benz,2001,83000000,60000,Bensin
Toyota Voxy ,Toyota,2018,418000000,10000,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2013,185000000,75000,Bensin
Datsun 120 ,Datsun,1986,22000000,75000,Bensin
Volkswagen Golf MkVII 1.4 TSI,Volkswagen,2014,249000000,35000,Bensin
Mitsubishi Pajero Sport Dakar,Mitsubishi,2011,250000000,45000,Diesel
BMW Serie 3 318i E46 Facelift 2.0,BMW,2002,82000000,95000,Bensin
Isuzu Elf Minibus 2.8 Minibus Diesel,Isuzu,2010,140000000,120000,Diesel
Toyota Agya TRD Sportivo,Toyota,2016,115000000,60000,Bensin
Honda CR-V 2.0 i-VTEC,Honda,2007,97000000,145000,Bensin
Chevrolet Blazer ,Chevrolet,2005,65000000,35000,Bensin
Daihatsu Ayla X,Daihatsu,2018,100000000,15000,Bensin
Chevrolet Spin LTZ,Chevrolet,2015,110000000,55000,Bensin
Lexus RX 350 F Sport,Lexus,2005,155000000,100000,Bensin
BMW X5 E70 3.0 V6,BMW,2010,320000000,40000,Bensin
Cadillac Escalade V8 6.2,Cadillac,2011,800000000,5000,Bensin
Daihatsu Gran max Pick-up ,Daihatsu,2017,95000000,45000,Bensin
Daihatsu Xenia R 1.3 DLX,Daihatsu,2012,115000000,120000,Bensin
Suzuki Ertiga GL,Suzuki,2013,112500000,85000,Bensin
Nissan Livina X-Gear,Nissan,2008,87500000,80000,Bensin
Nissan X-Trail ,Nissan,2010,117000000,110000,Bensin
Jeep Wrangler  Sport Unlimited,Jeep,1997,369000000,135000,Bensin
Lexus RX 270,Lexus,2012,380000000,55000,Bensin
Ford Ecosport Titanium,Ford,2015,130000000,75000,Bensin
Mercedes-Benz C-Class C280,Mercedes-Benz,2002,99000000,100000,Bensin
Daihatsu Ayla X,Daihatsu,2017,91500000,45000,Bensin
Daihatsu Gran max Pick-up ,Daihatsu,2019,125000000,10000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,1986,450000000,60000,Bensin
Suzuki Jimny ,Suzuki,1986,53000000,20000,Bensin
Mazda 2 R,Mazda,2017,203500000,30000,Bensin
KIA Picanto SE 3,KIA,2013,85000000,50000,Bensin
Suzuki Ertiga GX,Suzuki,2018,165000000,10000,Bensin
Isuzu ,Isuzu,2016,218000000,65000,Diesel
Suzuki Ertiga GL,Suzuki,2014,130000000,60000,Bensin
Nissan Juke RX,Nissan,2012,139000000,105000,Bensin
Daihatsu Zebra Minibus 1.3,Daihatsu,2001,23000000,5000,Bensin
Mazda 2 V,Mazda,2014,125000000,30000,Bensin
Isuzu Elf Minibus 2.8 Minibus Diesel,Isuzu,2015,260000000,12500,Diesel
Lexus LX 570,Lexus,2010,1175000000,95000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2014,585000000,5000,Bensin
Isuzu Panther LV,Isuzu,2005,95000000,215000,Diesel
Datsun Go+ Panca T,Datsun,2015,75000000,105000,Bensin
Toyota Sienta G,Toyota,2017,180000000,45000,Bensin
Chevrolet Spin ACTIV,Chevrolet,2015,147500000,20000,Bensin
Chevrolet Captiva ,Chevrolet,2009,115000000,25000,Bensin
Nissan Grand livina ,Nissan,2009,70000000,175000,Bensin
Daihatsu Sigra 1.2 X,Daihatsu,2018,101000000,60000,Bensin
Mazda CX-3 ,Mazda,2017,335000000,10000,Bensin
Chevrolet Trax LTZ,Chevrolet,2017,215000000,20000,Bensin
Isuzu Panther Pick Up 2.5,Isuzu,2008,80000000,145000,Diesel
Daihatsu Sigra 1.2 R,Daihatsu,2018,109000000,15000,Bensin
Mitsubishi Xpander GLX M/T,Mitsubishi,2018,190000000,40000,Bensin
Hyundai i20 ,Hyundai,2016,126000000,85000,Bensin
BMW Serie 3 320i Sport,BMW,2014,349000000,45000,Bensin
Jeep Rubicon ,Jeep,2012,710000000,25000,Bensin
Daihatsu Espass ,Daihatsu,2007,30000000,35000,Bensin
Mitsubishi Xpander ULTIMATE A/T,Mitsubishi,2017,225000000,10000,Bensin
Toyota Avanza G,Toyota,2014,112000000,100000,Bensin
Mercedes-Benz GLC-Class ,Mercedes-Benz,2019,989000000,5000,Bensin
Honda City 1.5 Exi,Honda,1997,39000000,100000,Bensin
Datsun Go+ Panca T,Datsun,2014,70000000,85000,Bensin
Porsche ,Porsche,2014,890000000,30000,Bensin
Mercedes-Benz E-Class E300,Mercedes-Benz,2010,269000000,45000,Bensin
Datsun Go+ Panca T Style,Datsun,2016,89950000,35000,Bensin
Mazda 2 R,Mazda,2016,172000000,70000,Bensin
Suzuki Katana ,Suzuki,1986,88500000,5000,Bensin
Ford Fiesta Sport,Ford,2013,120000000,100000,Bensin
KIA Picanto SE,KIA,2012,79000000,65000,Bensin
KIA Sorento ,KIA,2013,175000000,80000,Bensin
Nissan Grand livina ,Nissan,2014,115000000,40000,Bensin
Mitsubishi Xpander ULTIMATE A/T,Mitsubishi,2018,216000000,15000,Bensin
BMW Serie 3 320i,BMW,1995,125000000,40000,Bensin
Mercedes-Benz S-Class S300 L,Mercedes-Benz,2010,467000000,20000,Bensin
Volkswagen Scirocco 1.4 TSI,Volkswagen,2014,375000000,25000,Bensin
Nissan March 1.2L XS,Nissan,2011,75000000,75000,Bensin
Nissan ,Nissan,2012,60000000,15000,Bensin
Hino Dutro 300 Series,Hino,2018,270000000,25000,Diesel
Isuzu Panther LV,Isuzu,2005,87000000,150000,Diesel
Isuzu Panther Touring,Isuzu,2004,110000000,205000,Diesel
Jeep CJ7 ,Jeep,1986,120000000,30000,Diesel
Honda Jazz RS,Honda,2016,185000000,55000,Bensin
Honda City S,Honda,2014,139000000,5000,Bensin
Daihatsu Terios TX Adventure,Daihatsu,2007,98000000,150000,Bensin
Mercedes-Benz B-Class ,Mercedes-Benz,2004,124000000,95000,Bensin
Isuzu Panther LV,Isuzu,2007,90000000,115000,Diesel
KIA Picanto SE,KIA,2011,75000000,120000,Bensin
Mercedes-Benz E-Class E230,Mercedes-Benz,1991,65000000,100000,Bensin
Toyota Yaris G,Toyota,2018,190000000,10000,Bensin
Suzuki APV SGX Luxury,Suzuki,2016,145000000,80000,Bensin
Ford Ranger Standard,Ford,2013,110000000,75000,Diesel
Chevrolet Aveo LT,Chevrolet,2004,64000000,90000,Bensin
Mercedes-Benz SLK-Class SLK200,Mercedes-Benz,2012,615000000,25000,Bensin
Volkswagen Polo TSI 1.2,Volkswagen,2017,185000000,40000,Bensin
KIA Picanto M/T,KIA,2009,65000000,90000,Bensin
Mazda 2 R,Mazda,2011,120000000,80000,Bensin
Chevrolet Captiva ,Chevrolet,2011,150000000,115000,Diesel
BMW Serie 3 323i,BMW,1997,125000000,80000,Bensin
Mitsubishi Xpander ULTIMATE A/T,Mitsubishi,2018,229000000,15000,Bensin
KIA Rio Hatchback,KIA,2013,108000000,95000,Bensin
Suzuki Karimun GX,Suzuki,2015,70000000,110000,Bensin
Lexus RX 270,Lexus,2011,330000000,30000,Bensin
Toyota Innova V,Toyota,2014,179000000,80000,Bensin
Chevrolet Estate LS,Chevrolet,2007,80000000,190000,Bensin
Suzuki Grand vitara ,Suzuki,2011,105000000,90000,Bensin
KIA Travello ,KIA,2007,68000000,95000,Diesel
Daihatsu Espass ,Daihatsu,2005,42500000,75000,Bensin
Nissan Livina ,Nissan,2013,115000000,115000,Bensin
Honda CR-V ,Honda,2018,440000000,20000,Bensin
Hyundai Grand Avega GL Airbag,Hyundai,2012,110000000,65000,Bensin
Suzuki Ertiga GX,Suzuki,2014,112000000,80000,Bensin
Mazda E2000 ,Mazda,1997,40000000,90000,Bensin
Isuzu Panther ,Isuzu,1994,43500000,30000,Diesel
Mazda CX-5 Touring,Mazda,2012,175000000,12500,Bensin
Jeep Jeep ,Jeep,1986,75000000,85000,Bensin
KIA Rio ,KIA,2012,101000000,75000,Bensin
KIA Sportage ,KIA,2000,70000000,195000,Bensin
BMW Serie 3 318i E46 1.9,BMW,2003,86000000,160000,Bensin
Mazda CX-3 Touring,Mazda,2017,320000000,35000,Bensin
Jeep Grand Cherokee ,Jeep,2000,258000000,135000,Bensin
Honda CR-V 2.4 i-VTEC,Honda,2005,95000000,170000,Bensin
Honda City i-DSI,Honda,2005,76000000,260000,Bensin
Ford Ranger WildTrak,Ford,2016,699000000,20000,Diesel
Suzuki Ignis GX MT ,Suzuki,2017,120000000,5000,Bensin
Nissan Juke RX,Nissan,2011,122500000,110000,Bensin
KIA Sportage EX,KIA,2013,160000000,65000,Bensin
Nissan Serena Autech,Nissan,2015,269000000,75000,Bensin
Toyota Calya G,Toyota,2016,140000000,65000,Bensin
Chevrolet Captiva ,Chevrolet,2008,105000000,115000,Bensin
Ford Ecosport Titanium,Ford,2014,105000000,110000,Bensin
Isuzu Panther ,Isuzu,1994,40000000,105000,Diesel
Mitsubishi Pajero Sport Dakar 2.4,Mitsubishi,2016,405000000,80000,Diesel
BMW Serie 3 320i E36 2.0,BMW,1994,75000000,165000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2011,225000000,55000,Bensin
Daihatsu Xenia X Deluxe,Daihatsu,2018,136000000,30000,Bensin
Daihatsu Gran max Pick-up ,Daihatsu,2018,134200000,40000,Bensin
BMW X1 sDrive18i xLine,BMW,2013,260000000,55000,Bensin
Isuzu New Panther ,Isuzu,1998,78000000,25000,Diesel
Isuzu Panther ,Isuzu,1997,60000000,200000,Diesel
Hyundai ,Hyundai,2001,48000000,15000,Bensin
Isuzu Panther ,Isuzu,2008,89000000,40000,Diesel
Datsun Go+ Panca T,Datsun,2015,80000000,30000,Bensin
Ford Fiesta Trend,Ford,2013,97000000,35000,Bensin
Mercedes-Benz ,Mercedes-Benz,1986,39000000,100000,Bensin
BMW Serie 3 318i E30 1.8,BMW,1986,55000000,15000,Bensin
BMW Serie 3 318i,BMW,2003,90000000,105000,Bensin
Honda Brio Satya E,Honda,2016,119500000,20000,Bensin
Nissan X-Trail ,Nissan,2008,69000000,115000,Bensin
Honda HR-V E CVT,Honda,2015,225000000,40000,Bensin
Honda Brio Satya E,Honda,2018,139500000,30000,Bensin
Honda Brio ,Honda,2014,114500000,60000,Bensin
Toyota Camry V,Toyota,2016,377000000,50000,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2016,245000000,25000,Bensin
BMW Serie 5 520d F10 2.0 Diesel,BMW,2012,370000000,40000,Diesel
Mercedes-Benz E-Class E250,Mercedes-Benz,2016,925000000,5000,Bensin
Isuzu Panther ,Isuzu,1997,62000000,115000,Diesel
Mitsubishi Delica Standart,Mitsubishi,2015,195000000,120000,Bensin
Mazda CX-5 Touring,Mazda,2013,235000000,95000,Bensin
Volkswagen Tiguan TSI,Volkswagen,2015,245000000,75000,Bensin
Toyota Alphard G,Toyota,2005,145000000,105000,Bensin
Chevrolet Spark LT,Chevrolet,2010,68000000,12500,Bensin
Mitsubishi Eterna 2.0 Manual,Mitsubishi,1989,39000000,205000,Bensin
Mitsubishi Kuda GLX,Mitsubishi,2000,45000000,25000,Diesel
Honda Jazz i-DSI,Honda,2006,74000000,115000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2014,438000000,45000,Bensin
Suzuki Carry RV. Gx,Suzuki,2001,43500000,15000,Bensin
Volvo XC90 T-6,Volvo,2007,195000000,65000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2017,590000000,15000,Bensin
Mitsubishi Pajero Sport Dakar 2.4,Mitsubishi,2016,415000000,60000,Diesel
Toyota Innova G,Toyota,2012,149000000,120000,Bensin
Datsun Go T,Datsun,2018,107500000,15000,Bensin
BMW X6 xDrive35i,BMW,2014,850000000,45000,Bensin
Daihatsu Xenia R 1.3 Sporty,Daihatsu,2015,125000000,70000,Bensin
Suzuki Ertiga GX,Suzuki,2013,120000000,90000,Bensin
Daihatsu Taruna CL,Daihatsu,2000,45000000,15000,Bensin
Suzuki Baleno ,Suzuki,2001,45000000,12500,Bensin
Chevrolet Captiva ,Chevrolet,2010,99000000,150000,Diesel
Proton ,Proton,2017,95000000,20000,Bensin
Mercedes-Benz S-Class S350 L,Mercedes-Benz,2011,676000000,25000,Bensin
Hyundai Trajet GLS,Hyundai,2000,65000000,120000,Bensin
KIA Carnival GS,KIA,2001,40000000,10000,Diesel
Mercedes-Benz ,Mercedes-Benz,2013,690000000,105000,Diesel
Daihatsu Xenia R 1.3 Sporty,Daihatsu,2012,98000000,160000,Bensin
BMW Serie 3 320i,BMW,2014,475000000,25000,Bensin
Mazda CX-3 Touring,Mazda,2017,298000000,40000,Bensin
Land Rover Range rover ,Land Rover,2018,2150000000,15000,Bensin
Nissan March 1.2L,Nissan,2013,83000000,60000,Bensin
Mercedes-Benz A-Class ,Mercedes-Benz,2013,315000000,40000,Bensin
Daihatsu Feroza ,Daihatsu,1995,38500000,30000,Bensin
Honda Odyssey ,Honda,2004,79000000,105000,Bensin
Honda Mobilio RS,Honda,2016,170000000,55000,Bensin
Mazda ,Mazda,2012,215000000,95000,Bensin
Suzuki Baleno next-G ,Suzuki,2005,65000000,180000,Bensin
Chevrolet Aveo LT,Chevrolet,2014,100000000,85000,Bensin
BMW X5 xDrive35i xLine,BMW,2015,745000000,35000,Bensin
Chevrolet Colorado ,Chevrolet,2012,183000000,75000,Diesel
Datsun Go+ Panca T,Datsun,2016,76000000,25000,Bensin
Audi Audi A4 1.8 TFSI PI,Audi,2013,270000000,50000,Bensin
Mitsubishi Outlander ,Mitsubishi,2015,230000000,25000,Bensin
Honda Freed E,Honda,2009,122000000,120000,Bensin
Daihatsu Gran max ,Daihatsu,2008,56000000,255000,Bensin
Toyota Kijang LX,Toyota,2003,59000000,165000,Bensin
Chevrolet Spin ,Chevrolet,2013,95000000,70000,Bensin
Daihatsu Gran max Pick-up ,Daihatsu,2015,85000000,100000,Bensin
Hyundai i20 GL,Hyundai,2010,75000000,115000,Bensin
BMW Serie 3 330i M Sport,BMW,2016,699000000,30000,Bensin
Mazda CX-5 Elite,Mazda,2017,438000000,30000,Bensin
Mazda 5 ,Mazda,2017,200000000,15000,Bensin
Toyota Calya G,Toyota,2016,120000000,40000,Bensin
Mazda 323 Interplay,Mazda,1993,25000000,205000,Bensin
Nissan Grand livina ,Nissan,2013,115000000,75000,Bensin
Chevrolet Aveo LS,Chevrolet,2011,68500000,50000,Bensin
Isuzu Elf Minibus ,Isuzu,2014,310000000,55000,Diesel
Lain-lain ,Lain-lain,2013,107000000,60000,Bensin
KIA Picanto SE,KIA,2013,88000000,50000,Bensin
BMW Serie 5 528i Luxury,BMW,2016,559000000,30000,Bensin
Isuzu Panther ,Isuzu,1998,59500000,300000,Diesel
Ford Ranger Base,Ford,2013,220000000,90000,Diesel
Nissan X-Trail ,Nissan,2015,235000000,55000,Bensin
Honda Brio E,Honda,2017,134000000,45000,Bensin
Timor S515i ,Timor,2000,33000000,12500,Bensin
Mitsubishi Xpander ULTIMATE A/T,Mitsubishi,2018,240000000,15000,Bensin
BMW Serie 5 520i E60 2.2 l6,BMW,2005,83000000,185000,Bensin
BMW Serie 4 440i Gran Coupe M Sport,BMW,2017,1195000000,5000,Bensin
Suzuki Carry Pick-up ,Suzuki,2018,94000000,15000,Bensin
Mazda CX-5 Grand Touring,Mazda,2013,215500000,70000,Bensin
Isuzu ,Isuzu,1996,46000000,120000,Diesel
BMW X1 sDrive18i,BMW,2017,520000000,15000,Bensin
Mercedes-Benz A-Class A250,Mercedes-Benz,2014,400000000,10000,Bensin
Mercedes-Benz ML-Class ML350,Mercedes-Benz,2009,275000000,70000,Bensin
Toyota Avanza G,Toyota,2013,120000000,90000,Bensin
Suzuki SX4 ,Suzuki,2007,94000000,175000,Bensin
Mercedes-Benz Lainnya ,Mercedes-Benz,1997,65000000,105000,Bensin
Chevrolet Captiva ,Chevrolet,2010,127000000,145000,Diesel
Chevrolet Orlando LT,Chevrolet,2012,150000000,65000,Bensin
BMW Serie 5 530i,BMW,2018,995000000,10000,Bensin
Suzuki SX4 Cross Over,Suzuki,2011,105000000,140000,Bensin
KIA Picanto M/T,KIA,2012,85000000,55000,Bensin
Honda Brio Satya E,Honda,2017,140000000,20000,Bensin
Ford Fiesta Sport,Ford,2013,108000000,60000,Bensin
Mercedes-Benz E-Class E250,Mercedes-Benz,2012,350000000,30000,Bensin
Lexus RX 200T AL20,Lexus,2016,1050000000,35000,Bensin
Honda Jazz RS,Honda,2008,127000000,115000,Bensin
Daihatsu Terios TX,Daihatsu,2008,118000000,100000,Bensin
Mercedes-Benz S-Class S280,Mercedes-Benz,1986,380000000,50000,Bensin
Isuzu New Panther ,Isuzu,2006,93000000,205000,Diesel
Nissan Serena ,Nissan,1999,45000000,12500,Bensin
Chevrolet Trooper ,Chevrolet,1993,78000000,105000,Bensin
Subaru XV 201 2.0,Subaru,2013,150000000,50000,Bensin
Volkswagen Tiguan ,Volkswagen,2013,199000000,35000,Bensin
Mitsubishi Pajero Sport 2.5L Dakar,Mitsubishi,2012,280000000,110000,Diesel
Mazda MPV V6,Mazda,2002,60000000,150000,Bensin
BMW Serie 3 320i,BMW,1995,37500000,225000,Bensin
Honda Mobilio E,Honda,2017,155000000,20000,Bensin
Suzuki Ertiga ,Suzuki,2013,108000000,75000,Bensin
Daihatsu Gran max ,Daihatsu,2019,114000000,10000,Bensin
Chevrolet Spin LTZ,Chevrolet,2014,119000000,25000,Bensin
Datsun Go+ Panca T Ultimate,Datsun,2016,77000000,35000,Bensin
Suzuki Swift GX,Suzuki,2013,137000000,80000,Bensin
Isuzu ,Isuzu,2012,130000000,35000,Diesel
Hyundai Cakra ,Hyundai,1997,27000000,105000,Bensin
Honda Accord VTi-L,Honda,2011,175000000,100000,Bensin
Mercedes-Benz GLE-Class GLE400,Mercedes-Benz,2016,920000000,20000,Bensin
Suzuki Carry Pick-up ,Suzuki,2015,62000000,70000,Bensin
Nissan Grand livina ,Nissan,2013,94000000,55000,Bensin
KIA Picanto M/T,KIA,2011,72000000,75000,Bensin
Suzuki Ertiga GL Sporty,Suzuki,2017,154900000,25000,Bensin
Honda Freed E,Honda,2014,168000000,95000,Bensin
Geely MK ,Geely,2012,55000000,45000,Bensin
