name,company,year,Price,kms_driven,fuel_type
Mercedes-Benz E-Class E250,Mercedes-Benz,2012,575000000,25000,Bensin
Chevrolet Captiva ,Chevrolet,2010,128000000,110000,Diesel
Chevrolet Spin LTZ,Chevrolet,2013,93000000,100000,Bensin
Mercedes-Benz E-Class E300,Mercedes-Benz,1988,52000000,105000,Bensin
KIA Travello ,KIA,2006,50000000,180000,Diesel
Datsun Go+ Panca T Style,Datsun,2016,73000000,95000,Bensin
Datsun Go Panca T,Datsun,2019,113000000,5000,Bensin
Suzuki Carry Pick-up ,Suzuki,2018,120000000,15000,Bensin
Nissan Livina ,Nissan,2008,69000000,150000,Bensin
Mazda CX-3 Touring,Mazda,2017,315000000,30000,Bensin
BMW Serie 6 640i,BMW,2013,895000000,15000,Bensin
Fiat Abart ,Fiat,2013,460000000,20000,Bensin
Honda Jazz ,Honda,2014,177000000,50000,Bensin
KIA Picanto SE 2,KIA,2012,79000000,130000,Bensin
Mazda 6 ,Mazda,2013,275000000,35000,Bensin
Toyota Innova V Diesel,Toyota,2012,210000000,85000,Diesel
BMW X5 E53 Facelift 3.0 L6,BMW,2003,145000000,95000,Bensin
Volkswagen Touareg TDI,Volkswagen,2008,325000000,90000,Diesel
Mitsubishi Grandis ,Mitsubishi,2005,95000000,135000,Bensin
BMW Serie 5 528i E39 2.8 L6,BMW,1998,60000000,205000,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2013,215000000,20000,Bensin
Ford Everest XLT,Ford,2014,239000000,105000,Diesel
Nissan Livina X-Gear,Nissan,2014,117000000,70000,Bensin
Mazda CX-5 Elite,Mazda,2013,205000000,120000,Bensin
Honda CR-V ,Honda,2008,143000000,95000,Bensin
Ford Everest XLT,Ford,2007,125000000,135000,Diesel
Honda Jazz GK,Honda,2016,187000000,70000,Bensin
BMW Serie 5 530i,BMW,2018,1075000000,15000,Bensin
Mitsubishi L300 Pick Up,Mitsubishi,2014,140000000,80000,Diesel
Chevrolet Spark LT,Chevrolet,2011,69000000,95000,Bensin
Hyundai H-1 Royale,Hyundai,2012,195000000,110000,Diesel
Isuzu Elf Minibus 2.8 Minibus Diesel,Isuzu,2013,290000000,225000,Diesel
BMW Serie 7 730Li,BMW,2012,725000000,45000,Bensin
BMW Serie 5 530i E60 Facelift L6 3.0,BMW,2008,189000000,30000,Bensin
KIA Picanto M/T,KIA,2013,82000000,55000,Bensin
Chevrolet Trax LTZ,Chevrolet,2016,170000000,50000,Bensin
Nissan Grand livina ,Nissan,2008,90000000,100000,Bensin
BMW Serie 5 520d F10 2.0 Diesel,BMW,2012,370000000,40000,Diesel
Nissan Juke 1.5 CVT,Nissan,2011,130000000,130000,Bensin
Mazda Biante ,Mazda,2016,235000000,60000,Bensin
BMW Serie 3 325i,BMW,2002,34500000,100000,Bensin
Volkswagen Scirocco 1.4 TSI,Volkswagen,2014,350000000,55000,Bensin
Daihatsu Sirion D,Daihatsu,2015,120000000,15000,Bensin
Isuzu New Panther ,Isuzu,2014,133000000,70000,Diesel
Mini Cooper Mini Cooper ,Mini Cooper,2018,785000000,10000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2015,438000000,45000,Bensin
Datsun Go+ Panca T Style,Datsun,2017,79000000,50000,Bensin
Datsun Go+ Panca T,Datsun,2015,79000000,85000,Bensin
Mazda 2 R,Mazda,2016,173000000,35000,Bensin
Isuzu Panther LS,Isuzu,2014,180000000,155000,Diesel
Porsche ,Porsche,2015,945000000,20000,Bensin
Mitsubishi Galant V6-24,Mitsubishi,1998,50000000,25000,Bensin
Honda ,Honda,2016,155000000,65000,Bensin
BMW Serie 7 735IL V8 3.5,BMW,2003,109000000,90000,Bensin
Daihatsu Xenia R,Daihatsu,2012,112000000,40000,Bensin
BMW Serie 3 320i,BMW,1995,55000000,190000,Bensin
Mercedes-Benz E-Class E200,Mercedes-Benz,2007,150000000,75000,Bensin
Mazda 2 S,Mazda,2011,92000000,100000,Bensin
Hyundai Trajet GL8,Hyundai,2004,47000000,190000,Bensin
Lexus LX 570,Lexus,2008,850000000,55000,Bensin
Nissan Grand livina ,Nissan,2013,107000000,70000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2015,550000000,25000,Bensin
Hyundai Atoz GLS,Hyundai,2003,48000000,100000,Bensin
Toyota Fortuner G,Toyota,2014,265000000,70000,Diesel
Isuzu Panther ,Isuzu,1995,53000000,105000,Diesel
Isuzu Elf Minibus 2.8 Minibus Diesel,Isuzu,2009,120000000,10000,Diesel
Mazda 2 R,Mazda,2012,120000000,40000,Bensin
Fiat 500 Lounge,Fiat,2014,265000000,25000,Bensin
Honda Jazz S,Honda,2009,117000000,55000,Bensin
Mazda Biante ,Mazda,2012,185000000,40000,Bensin
BMW Serie 3 318i E36 1.8,BMW,1997,75000000,125000,Bensin
Toyota Etios Valco ,Toyota,2013,75000000,60000,Bensin
Mitsubishi Pajero Sport 2.5L Dakar,Mitsubishi,2013,350000000,20000,Diesel
Mazda CX-5 Grand Touring,Mazda,2016,385000000,35000,Bensin
Hyundai Accent ,Hyundai,2006,33000000,200000,Bensin
Datsun Go Panca A,Datsun,2015,79500000,100000,Bensin
Datsun Go+ Panca T Opt,Datsun,2018,99000000,45000,Bensin
Honda CR-V ,Honda,2011,147000000,85000,Bensin
Mitsubishi Lancer 1.6 GLXi,Mitsubishi,1992,28000000,105000,Bensin
Toyota Avanza E,Toyota,2018,139000000,10000,Bensin
Mazda 2 R,Mazda,2011,91000000,45000,Bensin
Mazda Vantrend ,Mazda,1994,25500000,170000,Bensin
Wuling ,Wuling,2019,264800000,5000,Bensin
Mitsubishi L300 ,Mitsubishi,2016,124999999,55000,Diesel
Suzuki Ertiga GL,Suzuki,2016,149000000,35000,Bensin
Lain-lain ,Lain-lain,1998,67000000,45000,Bensin
Honda Mobilio RS,Honda,2015,140000000,80000,Bensin
Mazda 2 Limited Edition,Mazda,2010,98500000,75000,Bensin
Honda Odyssey 2.4L Prestige,Honda,2012,249000000,80000,Bensin
Volkswagen Polo ,Volkswagen,2006,55000000,130000,Bensin
Renault Kwid 1.0 Sce,Renault,2018,110000000,5000,Bensin
Isuzu Panther LS,Isuzu,2007,120000000,150000,Diesel
Datsun Go ,Datsun,2018,120000000,15000,Bensin
Lexus LS 460L,Lexus,2007,370000000,50000,Bensin
KIA Picanto SE,KIA,2013,91000000,85000,Bensin
Honda CR-V 2.0 i-VTEC,Honda,2012,215000000,60000,Bensin
Mercedes-Benz E-Class E200,Mercedes-Benz,1986,29500000,275000,Bensin
Chevrolet Spin LTZ,Chevrolet,2013,98000000,95000,Bensin
Volkswagen Tiguan TSI,Volkswagen,2015,250000000,60000,Bensin
BMW Serie 3 318i E46 Facelift 2.0,BMW,2004,125000000,120000,Bensin
BMW i8 Sport,BMW,2014,875000000,30000,Bensin
Chevrolet Captiva ,Chevrolet,2010,117500000,95000,Diesel
Land Rover Range Rover Evoque Dynamic Luxury Si4,Land Rover,2012,570000000,40000,Bensin
Isuzu Panther Touring,Isuzu,2004,135000000,295000,Diesel
Isuzu D-Max ,Isuzu,2014,185000000,95000,Bensin
Jeep Renegade Limited,Jeep,2011,775000000,25000,Bensin
Honda Brio E,Honda,2017,126000000,50000,Bensin
Mercedes-Benz E-Class E260,Mercedes-Benz,2003,118800000,115000,Bensin
Suzuki Ertiga GX,Suzuki,2012,106000000,110000,Bensin
Hyundai ,Hyundai,2003,52000000,105000,Bensin
KIA Carens II ,KIA,2005,55000000,100000,Bensin
Ford Ecosport Trend,Ford,2014,117000000,70000,Bensin
Mazda CX-5 Grand Touring,Mazda,2013,205000000,70000,Bensin
Hyundai H-1 ,Hyundai,2010,150000000,115000,Diesel
Isuzu New Panther ,Isuzu,2009,132000000,135000,Diesel
Ford Everest XLT,Ford,2011,190000000,105000,Diesel
Nissan Elgrand HWS,Nissan,2014,430000000,35000,Bensin
Hyundai Accent GLS,Hyundai,2000,29900000,150000,Bensin
Volkswagen Kodok ,Volkswagen,1986,44000000,220000,Bensin
Isuzu Panther Grand Touring,Isuzu,2011,180000000,90000,Diesel
Mini Cooper Mini Cooper ,Mini Cooper,2015,625000000,15000,Bensin
Nissan X-Trail ,Nissan,2017,255000000,55000,Bensin
Hyundai Atoz ,Hyundai,2001,55000000,30000,Bensin
Nissan Livina ,Nissan,2014,140000000,95000,Bensin
BMW X3 xDrive20i xLine,BMW,2014,415000000,50000,Bensin
Isuzu Panther ,Isuzu,1995,45000000,175000,Diesel
Daihatsu Xenia ,Daihatsu,2013,105000000,105000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2008,348000000,50000,Bensin
Geely Panda Cross ,Geely,2011,35000000,55000,Bensin
Daihatsu Ayla X,Daihatsu,2015,82000000,65000,Bensin
Mercedes-Benz G-Class ,Mercedes-Benz,2019,4800000000,5000,Diesel
Daihatsu Terios TX,Daihatsu,2011,113000000,100000,Bensin
Ford Fiesta Trend,Ford,2012,120000000,30000,Bensin
Daihatsu Sigra 1.2 R,Daihatsu,2019,150000000,10000,Bensin
Mazda 8 ,Mazda,2012,185000000,100000,Bensin
Honda Brio ,Honda,2013,103000000,70000,Bensin
Mitsubishi Outlander ,Mitsubishi,2012,172000000,95000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2013,265000000,85000,Diesel
Mazda 2 GT,Mazda,2015,183000000,95000,Bensin
Datsun Go Panca T Active,Datsun,2016,85000000,45000,Bensin
Klasik dan Antik Klasik dan Antik ,Klasik dan Antik,1986,77000000,20000,Bensin
Chevrolet Trailblazer ,Chevrolet,2012,188000000,100000,Diesel
BMW Serie 3 318i 1.8,BMW,1991,60000000,80000,Bensin
BMW Serie 3 318i E30 1.8,BMW,1991,45000000,210000,Bensin
Daihatsu Xenia Xi Special Edition,Daihatsu,2011,90000000,75000,Bensin
Daihatsu Xenia X 1.3 STD,Daihatsu,2013,114000000,105000,Bensin
Toyota Rush G,Toyota,2018,225000000,10000,Bensin
Chevrolet Captiva ,Chevrolet,2007,100000000,120000,Bensin
BMW Serie 3 318i E46 Facelift 2.0,BMW,2002,65000000,110000,Bensin
Suzuki APV GL,Suzuki,2010,66000000,25000,Bensin
Nissan X-Trail ,Nissan,2008,115000000,135000,Bensin
Suzuki Karimun ,Suzuki,2014,82000000,70000,Bensin
Daihatsu Ayla X,Daihatsu,2016,88000000,20000,Bensin
Ford Fiesta Sport,Ford,2012,95000000,120000,Bensin
Datsun Go+ Panca T Opt,Datsun,2017,87000000,30000,Bensin
Mercedes-Benz Lainnya ,Mercedes-Benz,1995,55000000,35000,Bensin
KIA Rio Hatchback,KIA,2012,118000000,80000,Bensin
Honda HR-V E CVT,Honda,2015,210000000,60000,Bensin
Honda BR-V E,Honda,2016,180000000,30000,Bensin
Nissan March ,Nissan,2011,80000001,120000,Bensin
Datsun Go+ Panca T Opt,Datsun,2016,73000000,70000,Bensin
Nissan X-Trail ,Nissan,2017,295000000,25000,Bensin
BMW Serie 5 520d F10 Facelift 2.0 Diesel,BMW,2013,348000000,40000,Diesel
Suzuki Wagon R ,Suzuki,2015,87750000,10000,Bensin
Daihatsu Terios TX Adventure,Daihatsu,2011,135000000,105000,Bensin
Lamborghini Aventador  ,Lamborghini,2012,5700000000,5000,Bensin
Mazda CX-3 Touring,Mazda,2018,310000000,10000,Bensin
BMW Serie 5 520d 2.0L Diesel,BMW,2013,350000000,15000,Diesel
Suzuki SX4 ,Suzuki,2010,85000000,125000,Bensin
Ford Ranger Base,Ford,2014,145000000,95000,Diesel
Chery ,Chery,2000,45000000,235000,Bensin
Jeep Sahara ,Jeep,2012,775000005,40000,Diesel
Mazda 2 GT,Mazda,2015,168000000,75000,Bensin
Lexus RX 270,Lexus,2013,625000000,45000,Bensin
Isuzu Panther LM,Isuzu,2013,135000000,120000,Diesel
Aston Martin DB11 ,Aston Martin,2003,58000000,20000,Bensin
Daihatsu Taruna CSX,Daihatsu,2000,55000000,50000,Bensin
Nissan Livina ,Nissan,2011,87000000,70000,Bensin
Honda Brio Satya E,Honda,2015,110000000,40000,Bensin
Suzuki Ertiga GL,Suzuki,2016,153000000,65000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2009,208000000,95000,Diesel
Honda Civic 1.8L,Honda,2007,130000000,145000,Bensin
Isuzu Panther ,Isuzu,1997,59900000,210000,Diesel
Chevrolet Captiva ,Chevrolet,2011,115000000,110000,Diesel
Daihatsu Gran max ,Daihatsu,2008,77000000,95000,Bensin
Hino Dutro Truck,Hino,2014,215000000,45000,Diesel
Mitsubishi Kuda Super Exceed,Mitsubishi,2001,60000000,130000,Bensin
Nissan March ,Nissan,2014,90000000,25000,Bensin
Daihatsu Luxio M,Daihatsu,2010,79999999,20000,Bensin
Suzuki Ertiga GX,Suzuki,2014,145000000,45000,Bensin
Mercedes-Benz E-Class E240,Mercedes-Benz,2001,99000000,105000,Bensin
Datsun Go+ Panca T Style,Datsun,2018,100000000,25000,Bensin
Lamborghini Aventador  ,Lamborghini,2019,10000000000,5000,Bensin
Daihatsu Ayla X,Daihatsu,2013,78000000,30000,Bensin
Timor DOHC ,Timor,2001,20000000,125000,Bensin
Honda Accord 2.4L Vti,Honda,2005,77000000,195000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2013,290000000,75000,Bensin
Mercedes-Benz C-Class C180,Mercedes-Benz,1995,45000000,125000,Bensin
Isuzu Panther LM,Isuzu,2005,89000000,255000,Diesel
Mazda Biante 2.0 SKYACTIV,Mazda,2016,239000000,25000,Bensin
Hyundai Atoz GLS,Hyundai,2001,33000000,20000,Bensin
Land Rover Range Rover Sport V8 Supercharged,Land Rover,2007,450000000,40000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2012,575000000,5000,Bensin
BMW Serie 4 440i Gran Coupe M Sport,BMW,2016,1050000000,15000,Bensin
Nissan Serena HWS,Nissan,2010,100000000,105000,Bensin
Toyota Fortuner ,Toyota,2015,265000000,105000,Diesel
Mercedes-Benz C-Class C300,Mercedes-Benz,2019,1275000000,5000,Bensin
Toyota Innova V Diesel,Toyota,2010,175000000,140000,Diesel
Mazda 2 GT,Mazda,2015,179000000,55000,Bensin
Suzuki Ertiga GX Elegant,Suzuki,2013,128000000,70000,Bensin
Mercedes-Benz E-Class E250,Mercedes-Benz,2013,395000000,50000,Bensin
Chevrolet Trax LTZ,Chevrolet,2018,228000000,20000,Bensin
Hummer H3 L5 3.5,Hummer,2011,1175000000,40000,Bensin
Toyota Innova G,Toyota,2014,199000000,75000,Diesel
Datsun Go+ Panca A Opt,Datsun,2018,88000000,15000,Bensin
BMW X1 sDrive18i xLine,BMW,2017,525000000,50000,Bensin
Suzuki Karimun ,Suzuki,2015,88000000,25000,Bensin
Mitsubishi Strada Triton 2.5 Manual,Mitsubishi,2013,130000000,285000,Diesel
Hino ,Hino,2013,487000000,115000,Diesel
BMW Serie 3 320i M Sport,BMW,2013,345000000,45000,Bensin
Datsun Go+ Panca T Style,Datsun,2014,76000000,35000,Bensin
Mazda 2 GT,Mazda,2015,188000000,95000,Bensin
Nissan March 1.5L,Nissan,2014,125000000,20000,Bensin
Chevrolet Spin LTZ,Chevrolet,2014,115000000,75000,Diesel
Ford Ecosport Titanium,Ford,2014,140000000,50000,Bensin
KIA Picanto SE,KIA,2013,87000000,65000,Bensin
Datsun Go Panca T,Datsun,2016,75000000,50000,Bensin
Chevrolet Captiva ,Chevrolet,2008,95500000,115000,Bensin
Toyota Vios ,Toyota,2016,145000000,30000,Bensin
Honda CR-V 2.0 i-VTEC,Honda,2010,143000000,100000,Bensin
Mitsubishi L300 Pick Up,Mitsubishi,2011,95000000,60000,Diesel
Nissan X-Trail ,Nissan,2009,115000123,155000,Bensin
Toyota Innova G,Toyota,2007,99000000,95000,Bensin
Mazda 2 V,Mazda,2013,114000000,55000,Bensin
Honda CR-V 2.0 i-VTEC,Honda,2010,144000000,40000,Bensin
Chevrolet Captiva ,Chevrolet,2009,99000000,120000,Bensin
Suzuki Escudo ,Suzuki,2001,75000000,220000,Bensin
Mitsubishi Triton GLX,Mitsubishi,2009,105000000,10000,Diesel
Datsun Go Panca A,Datsun,2017,80000000,15000,Bensin
Toyota Avanza E,Toyota,2016,148000000,45000,Bensin
Suzuki Swift GX,Suzuki,2014,125000000,50000,Bensin
Hyundai H-1 2.5 CRDi,Hyundai,2013,185000000,120000,Diesel
Toyota Fortuner G,Toyota,2010,215000000,225000,Diesel
Daihatsu Gran max ,Daihatsu,2014,85000000,75000,Bensin
Ford Ranger ,Ford,2013,205000000,115000,Diesel
Mazda 2 R,Mazda,2010,108000000,60000,Bensin
Honda City i-DSI,Honda,2008,95000000,135000,Bensin
Daihatsu Xenia X Deluxe,Daihatsu,2012,120000000,170000,Bensin
Honda Brio E,Honda,2015,105000000,55000,Bensin
Mercedes-Benz B-Class B200,Mercedes-Benz,2012,197000000,85000,Bensin
BMW i8 Sports Car,BMW,2016,3400000000,10000,Hybrid
Ford laser ,Ford,1988,30000000,125000,Bensin
Isuzu ,Isuzu,2010,100000000,35000,Diesel
Wuling Cortez ,Wuling,2018,180000000,20000,Bensin
Mitsubishi Mirage GLX,Mitsubishi,2014,90000000,65000,Bensin
Holden Premier ,Holden,1986,70000000,70000,Bensin
Honda Jazz i-DSI,Honda,2005,87000000,105000,Bensin
KIA Carens II ,KIA,2006,59000000,115000,Bensin
Toyota Fortuner G,Toyota,2016,375000000,25000,Diesel
Volkswagen Polo TSI 1.2,Volkswagen,2015,168000000,20000,Bensin
Datsun Go Panca T Opt,Datsun,2017,89000000,35000,Bensin
Chevrolet Optra ,Chevrolet,2006,60000000,100000,Bensin
Honda Mobilio RS,Honda,2018,196000000,10000,Bensin
Suzuki Carry ,Suzuki,1996,29000000,125000,Bensin
Mercedes-Benz GLE-Class GLE400,Mercedes-Benz,2016,1300000000,60000,Bensin
Mazda CX-5 Grand Touring,Mazda,2016,325000000,30000,Bensin
Ford Fiesta Sport,Ford,2011,87000000,115000,Bensin
Honda Jazz RS,Honda,2009,145000000,85000,Bensin
Datsun Go+ Panca T Opt,Datsun,2017,84000000,30000,Bensin
BMW Serie 3 320i 2.0,BMW,2012,317000000,45000,Bensin
Suzuki Ertiga GX,Suzuki,2015,150000000,30000,Bensin
Jeep Willys ,Jeep,1986,110000000,125000,Diesel
Honda Mobilio RS,Honda,2017,177000079,15000,Bensin
Mercedes-Benz E-Class E200,Mercedes-Benz,2012,315000000,45000,Bensin
Mazda 2 R,Mazda,2013,103000000,100000,Bensin
Toyota Avanza G,Toyota,2012,120000000,80000,Bensin
Suzuki APV ,Suzuki,2004,66000000,200000,Bensin
Peugeot 206 Sporty,Peugeot,2005,65000000,115000,Bensin
Daihatsu HIJET ,Daihatsu,1989,12500000,20000,Bensin
Nissan Navara Sports Version,Nissan,2013,228000000,60000,Diesel
Toyota Agya TRD Sportivo,Toyota,2016,105000000,10000,Bensin
KIA Picanto SE 3,KIA,2013,78000000,75000,Bensin
Suzuki Escudo ,Suzuki,2001,65000000,90000,Bensin
Toyota Kijang SGX,Toyota,2003,76000000,110000,Bensin
Honda Accord VTi-L,Honda,2010,183000000,75000,Bensin
Volvo XC90 T-6,Volvo,2004,125000000,125000,Bensin
Mazda ,Mazda,1998,40000000,10000,Bensin
Ford Everest 10-S,Ford,2011,120000000,35000,Diesel
Ford Ranger Standard,Ford,2015,250000000,45000,Bensin
Chevrolet Captiva ,Chevrolet,2011,153000000,90000,Diesel
Volvo 960 ,Volvo,1992,32500000,105000,Bensin
Volkswagen Scirocco 1.4 TSI,Volkswagen,2014,380000000,10000,Bensin
Suzuki Jimny ,Suzuki,1994,42000000,90000,Bensin
Land Rover Discovery ,Land Rover,2008,770000000,85000,Diesel
Mercedes-Benz GLC-Class ,Mercedes-Benz,2018,845000000,10000,Bensin
Daihatsu Ayla M,Daihatsu,2017,88000000,45000,Bensin
Ford laser ,Ford,1996,17000000,125000,Bensin
Suzuki APV GL,Suzuki,2016,97500000,65000,Bensin
Jeep ,Jeep,1994,38000000,110000,Bensin
Chevrolet Captiva ,Chevrolet,2011,130000000,90000,Diesel
Datsun Go Panca T Active,Datsun,2016,75000000,50000,Bensin
Hyundai Atoz GLS,Hyundai,2003,52000000,135000,Bensin
Mitsubishi Mirage GLX,Mitsubishi,2015,110000000,25000,Bensin
Chevrolet Captiva ,Chevrolet,2007,75000000,90000,Bensin
Suzuki Ertiga GX,Suzuki,2019,205000000,5000,Bensin
Mitsubishi Pajero Sport Dakar 2.4,Mitsubishi,2018,445000000,15000,Diesel
Daihatsu Sirion D FMC Deluxe,Daihatsu,2016,116000000,45000,Bensin
Proton Gen2 ,Proton,2010,50000000,110000,Bensin
Toyota Yaris TRD Sportivo,Toyota,2016,175000000,45000,Bensin
Nissan Grand livina ,Nissan,2014,136950000,55000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2017,659000000,5000,Bensin
Toyota Avanza G,Toyota,2017,153000000,35000,Bensin
Nissan Serena ,Nissan,2007,68000000,30000,Bensin
Suzuki SX4 Cross Over,Suzuki,2017,210000000,55000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2009,189000000,110000,Bensin
BMW Serie 3 320i E90 LCI,BMW,2011,235000000,85000,Bensin
Isuzu Elf Minibus 2.8 Minibus Diesel,Isuzu,2008,100000000,40000,Diesel
KIA Picanto M/T,KIA,2005,56000000,150000,Bensin
Toyota Corolla ,Toyota,1990,27800000,40000,Bensin
Nissan Livina ,Nissan,2009,78000000,100000,Bensin
Dodge Journey SXT Plantinum,Dodge,2015,252000000,60000,Bensin
Toyota Calya ,Toyota,2018,134000000,20000,Bensin
Ford Focus S,Ford,2012,150000000,70000,Bensin
Datsun Cross ,Datsun,2018,100000000,35000,Bensin
Nissan March 1.2L XS,Nissan,2011,77000000,65000,Bensin
Ferrari California California,Ferrari,2013,2900000000,20000,Bensin
Jeep Compass ,Jeep,2013,255000000,60000,Bensin
Daihatsu Taruna CSX,Daihatsu,2000,68500000,30000,Bensin
Mitsubishi Lancer 1.8 GLXi,Mitsubishi,2004,72000000,185000,Bensin
Suzuki Ertiga GX,Suzuki,2015,128000000,95000,Bensin
Nissan Livina ,Nissan,2010,87000000,100000,Bensin
Datsun Cross ,Datsun,2018,122000000,15000,Bensin
Toyota Avanza Veloz,Toyota,2012,136000000,10000,Bensin
Wuling Cortez ,Wuling,2018,195000000,5000,Bensin
Toyota Calya G,Toyota,2018,122000000,10000,Bensin
Renault Clio ,Renault,2002,22000000,20000,Bensin
Suzuki Ertiga GX Elegant,Suzuki,2014,125000000,115000,Bensin
Ford Focus S,Ford,2013,145000000,85000,Bensin
Honda Accord 2.4L Vti,Honda,2012,195000000,50000,Bensin
Mercedes-Benz C-Class C240,Mercedes-Benz,2003,130000000,85000,Bensin
Volvo S80 ,Volvo,2002,49000000,75000,Bensin
Volvo 960 ,Volvo,1996,60000000,205000,Bensin
Mercedes-Benz C-Class C180,Mercedes-Benz,2002,92000000,105000,Bensin
Daihatsu Xenia R 1.3 DLX,Daihatsu,2014,128000000,100000,Bensin
Isuzu Panther ,Isuzu,1997,55000000,125000,Diesel
KIA Rio 1.6 Sedan,KIA,2013,125000000,75000,Bensin
Jeep Cherokee ,Jeep,2000,140000000,145000,Bensin
Wuling ,Wuling,2019,305000000,10000,Bensin
Nissan March 1.2L,Nissan,2011,84000000,90000,Bensin
Mercedes-Benz E-Class E260,Mercedes-Benz,2002,125000000,95000,Bensin
Nissan Grand livina ,Nissan,2012,87500000,45000,Bensin
Daihatsu Sigra 1.2 X,Daihatsu,2016,97000000,20000,Bensin
Nissan Grand livina ,Nissan,2013,106000000,20000,Bensin
Mitsubishi Xpander ,Mitsubishi,2019,228800000,5000,Bensin
Chevrolet Captiva ,Chevrolet,2011,106000000,45000,Bensin
Chevrolet Captiva ,Chevrolet,2016,285000000,35000,Diesel
Daihatsu Luxio D,Daihatsu,2017,126000000,30000,Bensin
Isuzu New Panther ,Isuzu,2012,147500000,75000,Diesel
Chevrolet Captiva ,Chevrolet,2015,120000000,80000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2015,615000000,25000,Bensin
KIA Picanto SE 2,KIA,2012,85000000,55000,Bensin
Mazda CX-5 Touring,Mazda,2012,198000000,90000,Bensin
Nissan March 1.2L XS,Nissan,2011,80000000,40000,Bensin
Isuzu Panther LM,Isuzu,2014,150000000,125000,Diesel
Suzuki Splash GL,Suzuki,2010,68000000,85000,Bensin
Daihatsu Ayla X,Daihatsu,2015,79000000,20000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2013,260000000,55000,Bensin
Mitsubishi Pajero Sport Dakar,Mitsubishi,2017,425000000,60000,Diesel
Ford Fiesta Sport+,Ford,2014,120000000,90000,Bensin
Volkswagen Scirocco 1.4 TSI,Volkswagen,2013,365000000,30000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2019,720000000,5000,Bensin
Volkswagen Golf MkVII 1.4 TSI,Volkswagen,2014,287500000,25000,Bensin
Mercedes-Benz E-Class E300,Mercedes-Benz,1990,100000000,200000,Bensin
Mercedes-Benz GLA-Class GLA200,Mercedes-Benz,2015,465000000,20000,Bensin
Chevrolet Orlando LT,Chevrolet,2016,185000000,60000,Bensin
Mercedes-Benz E-Class E320,Mercedes-Benz,1998,108000000,140000,Bensin
Klasik dan Antik Klasik dan Antik ,Klasik dan Antik,1997,36500000,45000,Bensin
Mitsubishi Xpander ULTIMATE A/T,Mitsubishi,2019,229000000,5000,Bensin
Chevrolet Spin LTZ,Chevrolet,2015,113000000,40000,Bensin
Daihatsu Terios ,Daihatsu,2019,198800000,10000,Bensin
Daihatsu Xenia ,Daihatsu,2011,90000000,90000,Bensin
Suzuki Ertiga GX,Suzuki,2018,175000000,10000,Bensin
Mazda Familia ,Mazda,1999,29500000,210000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2011,410000000,45000,Bensin
Hyundai H-1 Elegance Next Generion,Hyundai,2010,105000000,95000,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2014,195000000,65000,Bensin
Isuzu Panther ,Isuzu,2012,80000000,105000,Diesel
Mercedes-Benz SLK-Class SLK200,Mercedes-Benz,2012,615000000,25000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2009,178000000,65000,Bensin
Land Rover Range Rover Evoque Dynamic Luxury Si4,Land Rover,2011,475000000,50000,Bensin
Maserati ,Maserati,2012,2000000000,15000,Bensin
Toyota Kijang ,Toyota,1988,30000000,120000,Bensin
Daihatsu Sigra 1.2 R,Daihatsu,2018,108000000,15000,Bensin
Volkswagen Polo ,Volkswagen,2012,122000000,75000,Bensin
Suzuki Carry ,Suzuki,2012,65000000,15000,Bensin
BMW Serie 3 320i E36 2.0,BMW,1995,56000000,190000,Bensin
BMW X1 sDrive18i,BMW,2017,595000000,15000,Bensin
Lexus LX 570 Sport,Lexus,2014,1595000000,40000,Bensin
Honda Jazz S,Honda,2010,120000000,95000,Bensin
Mazda 5 ,Mazda,2013,235000000,45000,Bensin
Mercedes-Benz E-Class E300,Mercedes-Benz,1988,33000000,30000,Bensin
BMW Serie 3 320i E36 2.0,BMW,1994,61500000,170000,Bensin
Honda Mobilio E,Honda,2015,130000000,105000,Bensin
Mazda CX-5 Elite,Mazda,2017,445000000,20000,Bensin
BMW Serie 3 320i,BMW,2010,189000000,55000,Bensin
Honda Civic 1.8L,Honda,2013,199500000,80000,Bensin
KIA Picanto M/T,KIA,2005,59500000,155000,Bensin
Daihatsu Taruna FX,Daihatsu,2002,58000000,20000,Bensin
Porsche Boxster S,Porsche,2017,1875000000,5000,Bensin
Opel Blazer DOHC LT,Opel,1996,59500000,30000,Bensin
BMW Serie 3 335i Luxury,BMW,2012,530000000,65000,Bensin
